TIME,RPM,AMPS AVG,MOTOR VOLTS
6.16666666666665,2102.2,0.03,1.73
6.183333333333317,2104.26,0.03,1.78
6.199999999999983,2104.03,0.03,1.83
6.21666666666665,2103.85,0.03,1.78
6.2333333333333165,2104.32,0.03,1.78
6.249999999999983,2106.08,0.03,1.73
6.26666666666665,2105.68,0.03,1.73
6.283333333333316,2103.37,0.03,1.78
6.299999999999983,2104.32,0.03,1.83
6.3166666666666496,2106.05,0.03,1.78
6.333333333333316,2107.12,0.03,1.73
6.349999999999983,2106.54,0.03,1.73
6.366666666666649,2107.37,0.03,1.73
6.383333333333316,2105.9,0.03,1.73
6.399999999999983,2106.28,0.03,1.73
6.416666666666649,2106.16,0.03,1.69
6.433333333333316,2108.05,0.03,1.78
6.449999999999982,2106.35,0.03,1.73
6.466666666666649,2106.12,0.03,1.73
6.483333333333316,2108.74,0.03,1.73
6.499999999999982,2108.05,0.03,1.78
6.516666666666649,2109.75,0.03,1.83
6.5333333333333155,2108.51,0.03,1.78
6.549999999999982,2112.04,0.03,1.73
6.566666666666649,2112.34,0.03,1.78
6.583333333333315,2110.47,0.03,1.73
6.599999999999982,2108.87,0.03,1.78
6.6166666666666485,2110.45,0.03,1.78
6.633333333333315,2111.82,0.03,1.78
6.649999999999982,2112.3,0.03,1.78
6.666666666666648,2112.33,0.03,1.78
6.683333333333315,2112.42,0.03,1.73
6.6999999999999815,2111.89,0.03,1.78
6.716666666666648,2113.0,0.03,1.78
6.733333333333315,2111.68,0.03,1.78
6.749999999999981,2113.72,0.03,1.73
6.766666666666648,2116.02,0.03,1.73
6.783333333333315,2113.88,0.03,1.73
6.799999999999981,2113.44,0.03,1.73
6.816666666666648,2113.03,0.03,1.73
6.833333333333314,2112.73,0.03,1.73
6.849999999999981,2113.7,0.03,1.73
6.866666666666648,2113.79,0.03,1.73
6.883333333333314,2115.15,0.03,1.69
6.899999999999981,2114.32,0.03,1.78
6.916666666666647,2114.92,0.03,1.78
6.933333333333314,2116.3,0.03,1.78
6.949999999999981,2115.76,0.03,1.73
6.966666666666647,2113.86,0.03,1.73
6.983333333333314,2117.21,0.03,1.68
6.9999999999999805,2115.91,0.03,1.73
7.016666666666647,2115.64,0.03,1.78
7.033333333333314,2117.76,0.03,1.78
7.04999999999998,2120.3,0.03,1.73
7.066666666666647,2116.99,0.03,1.73
7.0833333333333135,2118.61,0.03,1.73
7.09999999999998,2118.5,0.03,1.78
7.116666666666647,2118.9,0.03,1.73
7.133333333333313,2118.95,0.03,1.73
7.14999999999998,2120.93,0.03,1.78
7.1666666666666465,2121.16,0.03,1.73
7.183333333333313,2120.78,0.03,1.73
7.19999999999998,2120.5,0.03,1.78
7.216666666666646,2119.74,0.03,1.78
7.233333333333313,2121.01,0.03,1.73
7.24999999999998,2121.76,0.03,1.73
7.266666666666646,2123.52,0.03,1.73
7.283333333333313,2123.14,0.03,1.73
7.299999999999979,2121.72,0.03,1.73
7.316666666666646,2120.6,0.03,1.78
7.333333333333313,2123.87,0.03,1.73
7.349999999999979,2123.24,0.03,1.78
7.366666666666646,2122.09,0.03,1.78
7.383333333333312,2124.12,0.03,1.73
7.399999999999979,2123.57,0.03,1.78
7.416666666666646,2124.49,0.03,1.73
7.433333333333312,2124.34,0.03,1.78
7.449999999999979,2125.63,0.03,1.73
7.4666666666666455,2126.59,0.03,1.73
7.483333333333312,2125.76,0.03,1.73
7.499999999999979,2125.14,0.03,1.78
7.516666666666645,2126.49,0.03,1.78
7.533333333333312,2128.36,0.03,1.78
7.5499999999999785,2129.54,0.03,1.73
7.566666666666645,2128.73,0.03,1.73
7.583333333333312,2128.39,0.03,1.78
7.599999999999978,2127.99,0.03,1.78
7.616666666666645,2126.79,0.03,1.83
7.6333333333333115,2131.5,0.03,1.78
7.649999999999978,2131.38,0.03,1.78
7.666666666666645,2132.19,0.03,1.78
7.683333333333311,2131.76,0.03,1.78
7.699999999999978,2129.66,0.03,1.83
7.716666666666645,2131.46,0.03,1.83
7.733333333333311,2132.73,0.03,1.78
7.749999999999978,2132.77,0.03,1.78
7.766666666666644,2133.85,0.03,1.73
7.783333333333311,2132.47,0.03,1.78
7.799999999999978,2131.78,0.03,1.78
7.816666666666644,2133.38,0.03,1.83
7.833333333333311,2134.97,0.03,1.73
7.849999999999977,2133.72,0.03,1.78
7.866666666666644,2135.41,0.03,1.78
7.883333333333311,2133.39,0.03,1.73
7.899999999999977,2132.03,0.03,1.78
7.916666666666644,2133.85,0.03,1.78
7.9333333333333105,2132.81,0.03,1.78
7.949999999999977,2137.03,0.03,1.73
7.966666666666644,2135.87,0.03,1.78
7.98333333333331,2134.34,0.03,1.78
7.999999999999977,2134.89,0.03,1.78
8.016666666666644,2134.91,0.03,1.78
8.033333333333312,2138.53,0.03,1.78
8.04999999999998,2138.5,0.03,1.78
8.066666666666647,2138.17,0.03,1.78
8.083333333333314,2136.89,0.03,1.78
8.099999999999982,2137.83,0.03,1.83
8.11666666666665,2138.78,0.03,1.78
8.133333333333317,2141.59,0.03,1.73
8.149999999999984,2140.83,0.03,1.73
8.166666666666652,2139.77,0.03,1.78
8.18333333333332,2139.18,0.03,1.78
8.199999999999987,2139.49,0.03,1.83
8.216666666666654,2139.37,0.03,1.73
8.233333333333322,2137.79,0.03,1.78
8.24999999999999,2141.27,0.03,1.73
8.266666666666657,2139.25,0.03,1.78
8.283333333333324,2141.06,0.03,1.78
8.299999999999992,2142.41,0.03,1.78
8.31666666666666,2143.1,0.03,1.78
8.333333333333327,2144.51,0.03,1.78
8.349999999999994,2144.66,0.03,1.78
8.366666666666662,2142.21,0.03,1.83
8.38333333333333,2142.68,0.03,1.78
8.399999999999997,2145.3,0.03,1.83
8.416666666666664,2145.31,0.03,1.78
8.433333333333332,2143.55,0.03,1.78
8.45,2144.26,0.03,1.73
8.466666666666667,2143.07,0.03,1.78
8.483333333333334,2143.66,0.03,1.78
8.500000000000002,2146.78,0.03,1.73
8.51666666666667,2146.9,0.03,1.73
8.533333333333337,2146.29,0.03,1.83
8.550000000000004,2145.45,0.03,1.78
8.566666666666672,2147.67,0.03,1.83
8.58333333333334,2149.2,0.03,1.78
8.600000000000007,2150.0,0.03,1.73
8.616666666666674,2149.1,0.03,1.73
8.633333333333342,2147.3,0.03,1.73
8.65000000000001,2145.39,0.03,1.78
8.666666666666677,2146.46,0.03,1.78
8.683333333333344,2148.35,0.03,1.78
8.700000000000012,2148.57,0.03,1.78
8.71666666666668,2150.04,0.03,1.78
8.733333333333347,2150.56,0.03,1.78
8.750000000000014,2150.94,0.03,1.83
8.766666666666682,2151.73,0.03,1.83
8.78333333333335,2152.06,0.03,1.78
8.800000000000017,2150.61,0.03,1.73
8.816666666666684,2150.32,0.03,1.78
8.833333333333352,2149.55,0.03,1.78
8.85000000000002,2150.68,0.03,1.73
8.866666666666687,2154.19,0.03,1.73
8.883333333333354,2153.66,0.03,1.78
8.900000000000022,2153.9,0.03,1.78
8.91666666666669,2151.98,0.03,1.83
8.933333333333357,2152.48,0.03,1.83
8.950000000000024,2155.17,0.03,1.78
8.966666666666692,2155.9,0.03,1.73
8.98333333333336,2154.55,0.03,1.73
9.000000000000027,2153.58,0.03,1.78
9.016666666666694,2153.9,0.03,1.78
9.033333333333362,2154.18,0.03,1.83
9.05000000000003,2157.62,0.03,1.78
9.066666666666697,2157.44,0.03,1.78
9.083333333333364,2155.8,0.03,1.78
9.100000000000032,2155.6,0.03,1.78
9.1166666666667,2155.76,0.03,1.83
9.133333333333367,2156.0,0.03,1.78
9.150000000000034,2158.24,0.03,1.78
9.166666666666702,2158.35,0.03,1.78
9.183333333333369,2158.88,0.03,1.83
9.200000000000037,2159.21,0.03,1.83
9.216666666666704,2158.76,0.03,1.83
9.233333333333372,2161.61,0.03,1.73
9.250000000000039,2158.63,0.03,1.73
9.266666666666707,2158.26,0.03,1.73
9.283333333333374,2157.98,0.03,1.78
9.300000000000042,2160.55,0.03,1.78
9.316666666666709,2162.2,0.03,1.78
9.333333333333377,2163.37,0.03,1.78
9.350000000000044,2161.15,0.03,1.78
9.366666666666712,2160.49,0.03,1.83
9.383333333333379,2161.46,0.03,1.78
9.400000000000047,2161.47,0.03,1.78
9.416666666666714,2163.47,0.03,1.73
9.433333333333382,2163.8,0.03,1.78
9.450000000000049,2162.95,0.03,1.83
9.466666666666717,2165.6,0.03,1.78
9.483333333333384,2164.58,0.03,1.83
9.500000000000052,2165.53,0.03,1.78
9.516666666666719,2165.03,0.03,1.73
9.533333333333387,2162.7,0.03,1.78
9.550000000000054,2162.02,0.03,1.88
9.566666666666721,2170.01,0.03,1.78
9.583333333333389,2167.0,0.03,1.78
9.600000000000056,2166.19,0.03,1.78
9.616666666666724,2164.91,0.03,1.78
9.633333333333391,2165.56,0.03,1.78
9.650000000000059,2164.95,0.03,1.83
9.666666666666726,2168.05,0.03,1.83
9.683333333333394,2168.58,0.03,1.78
9.700000000000061,2169.27,0.03,1.78
9.716666666666729,2167.21,0.03,1.78
9.733333333333396,2167.65,0.03,1.78
9.750000000000064,2167.0,0.03,1.83
9.766666666666731,2171.89,0.03,1.73
9.783333333333399,2170.48,0.03,1.78
9.800000000000066,2169.55,0.03,1.83
9.816666666666734,2169.81,0.03,1.78
9.833333333333401,2169.58,0.03,1.78
9.850000000000069,2171.52,0.03,1.78
9.866666666666736,2170.57,0.03,1.78
9.883333333333404,2170.89,0.03,1.78
9.900000000000071,2171.22,0.03,1.83
9.916666666666739,2173.1,0.03,1.78
9.933333333333406,2172.76,0.03,1.78
9.950000000000074,2172.93,0.03,1.78
9.966666666666741,2172.35,0.03,1.78
9.983333333333409,2172.18,0.03,1.83
10.000000000000076,2174.22,0.03,1.78
10.016666666666744,2174.27,0.03,1.78
10.033333333333411,2175.28,0.03,1.78
10.050000000000079,2172.63,0.03,1.83
10.066666666666746,2174.43,0.03,1.83
10.083333333333414,2176.12,0.03,1.83
10.100000000000081,2177.44,0.03,1.73
10.116666666666749,2174.98,0.03,1.78
10.133333333333416,2174.9,0.03,1.78
10.150000000000084,2173.65,0.03,1.83
10.166666666666751,2178.29,0.03,1.83
10.183333333333419,2178.24,0.03,1.83
10.200000000000086,2176.64,0.03,1.78
10.216666666666754,2176.25,0.03,1.83
10.233333333333421,2177.45,0.03,1.78
10.250000000000089,2179.72,0.03,1.83
10.266666666666756,2179.38,0.03,1.83
10.283333333333424,2179.65,0.03,1.78
10.300000000000091,2176.66,0.03,1.83
10.316666666666759,2177.46,0.03,1.78
10.333333333333426,2179.63,0.03,1.83
10.350000000000094,2180.76,0.03,1.83
10.366666666666761,2183.06,0.03,1.78
10.383333333333429,2182.41,0.03,1.73
10.400000000000096,2179.83,0.03,1.78
10.416666666666764,2183.05,0.03,1.83
10.433333333333431,2182.12,0.03,1.78
10.450000000000099,2183.24,0.03,1.83
10.466666666666766,2183.18,0.03,1.78
10.483333333333434,2180.6,0.03,1.78
10.500000000000101,2181.15,0.03,1.83
10.516666666666769,2185.81,0.03,1.78
10.533333333333436,2186.19,0.03,1.83
10.550000000000104,2182.41,0.03,1.78
10.566666666666771,2183.3,0.03,1.78
10.583333333333439,2185.86,0.03,1.83
10.600000000000106,2187.49,0.03,1.83
10.616666666666774,2188.5,0.03,1.78
10.633333333333441,2184.27,0.03,1.83
10.650000000000109,2184.67,0.03,1.83
10.666666666666776,2186.08,0.03,1.83
10.683333333333444,2187.54,0.03,1.83
10.700000000000111,2187.34,0.03,1.78
10.716666666666779,2184.6,0.03,1.78
10.733333333333446,2185.72,0.03,1.83
10.750000000000114,2190.02,0.03,1.83
10.766666666666781,2188.85,0.03,1.78
10.783333333333449,2188.83,0.03,1.78
10.800000000000116,2187.38,0.03,1.78
10.816666666666784,2189.33,0.03,1.88
10.833333333333451,2189.28,0.03,1.83
10.850000000000119,2189.19,0.03,1.73
10.866666666666786,2189.26,0.03,1.78
10.883333333333454,2189.46,0.03,1.78
